"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","RamGB","OpSys","Weight","Price_euros","Procesor","TaktGHz","Karta Graficzna","Memory","Memory_type"
"317","MSI","GE63VR 7RF","Gaming","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.8","2099","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"318","Acer","ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.23","469","AMD Series","2.2","AMD Radeon","256","SSD"
"319","Asus","VivoBook Flip","2 in 1 Convertible","11.6","Touchscreen 1366x768","2","Windows 10","1.1","275","Intel","1.1","Intel HD","32","Flash_Storage"
"320","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.33","844","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"321","HP","Spectre x360","2 in 1 Convertible","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","1.29","2449","Intel Core-i7","1.8","Intel UHD","1024","SSD"
"322","Lenovo","ThinkPad 13","Notebook","13.3","1366x768","4","Chrome OS","1.45","459.9","Intel","1.6","Intel HD","16","Flash_Storage"
"323","HP","ProBook 640","Notebook","14","Full HD 1920x1080","8","Windows 10","1.95","980","Intel Core-i5","2.5","Intel HD","256","SSD"
"324","Acer","TravelMate B","Notebook","11.6","1366x768","4","Windows 10","1.4","485","Intel","1.6","Intel HD","128","Flash_Storage"
"325","HP","Elitebook 840","Notebook","14","Full HD 1920x1080","8","Windows 10","1.48","1292","Intel Core-i7","2.7","Intel HD","256","SSD"
"326","Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","4","Windows 10","2.79","589","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"327","Asus","ZenBook UX410UA-GV183T","Notebook","14","Full HD 1920x1080","8","Windows 10","2","1094","Intel Core-i7","2.7","Intel HD","256","SSD"
"329","HP","ProBook 450","Notebook","15.6","IPS Panel Full HD 1366x768","8","Windows 10","2.1","902","Intel Core-i7","1.8","Intel UHD","1024","HDD"
"330","Acer","Aspire 5","Notebook","15.6","1366x768","8","Windows 10","2.2","659","AMD Series","2.7","AMD Radeon","256","SSD"
"331","Lenovo","IdeaPad 120S-14IAP","Notebook","14","1366x768","4","Windows 10","1.44","292","Intel","1.1","Intel HD","32","Flash_Storage"
"332","Acer","Aspire E5-575","Notebook","15.6","1366x768","6","Windows 10","2.23","549","Intel Core-i5","2.5","Intel HD","1024","HDD"
"333","Asus","VivoBook S15","Ultrabook","15.6","Full HD 1920x1080","8","Windows 10","1.7","1049.9","Intel Core-i7","2.7","Nvidia GeForce","256","SSD"
"334","HP","Elitebook 820","Ultrabook","12.5","Full HD 1920x1080","8","Windows 10","1.26","1335","Intel Core-i7","2.7","Intel HD","256","SSD"
"335","Dell","XPS 15","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","32","Windows 10","2.06","2639","Intel Core-i7","2.8","Nvidia GeForce","1024","SSD"
"336","MSI","GL72M 7REX","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.7","1199","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"337","Toshiba","Satellite Pro","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2","943","Intel Core-i5","2.5","Intel HD","256","SSD"
"338","Asus","UX510UX-CN269T (i7-7500U/8GB/256GB","Notebook","14","Full HD 1920x1080","8","Windows 10","2","1334","Intel Core-i7","2.7","Intel HD","1024","HDD"
"339","Lenovo","V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.85","449","Intel Core-i3","2","Intel HD","1024","HDD"
"340","Asus","FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.5","999","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"341","HP","EliteBook 840","Notebook","14","Full HD 1920x1080","8","Windows 10","1.48","1268","Intel Core-i5","2.6","Intel HD","256","SSD"
"342","Dell","Inspiron 7570","Ultrabook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","1.9","1049","Intel Core-i5","1.6","Nvidia GeForce","1024","HDD"
"343","HP","Elitebook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.84","1144","Intel Core-i5","2.5","Intel HD","256","SSD"
"344","Asus","X541NA (N3350/4GB/1TB/Linux)","Notebook","15.6","1366x768","4","Linux","2","274.99","Intel","1.1","Intel HD","1024","HDD"
"345","Dell","Inspiron 7570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2","1142.75","Intel Core-i5","1.6","Nvidia GeForce","256","SSD"
"346","Dell","Inspiron 3552","Notebook","15.6","1366x768","4","Linux","2.2","274.9","Intel","1.6","Intel HD","500","HDD"
"347","Lenovo","IdeaPad 320-15ABR","Notebook","15.6","Full HD 1920x1080","12","Windows 10","2.2","899","AMD Series","3.6","AMD Radeon","2048","HDD"
"348","HP","ProBook 450","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.1","716","Intel Core-i3","2.4","Nvidia GeForce","1024","HDD"
"349","Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","1.4","2099","Intel Core-i7","1.8","Intel UHD","512","SSD"
"350","Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.2","1579","Intel Core-i7","1.8","Intel UHD","256","SSD"
"351","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.4","1129","Intel Core-i7","2.8","Nvidia GeForce","2048","HDD"
"352","HP","Stream 14-AX001nv","Notebook","14","1366x768","2","Windows 10","1.44","279","Intel","1.6","Intel HD","32","Flash_Storage"
"353","Dell","Latitude 5590","Ultrabook","15.6","Full HD 1920x1080","16","Windows 10","1.88","1607.96","Intel Core-i7","1.9","Intel UHD","768","SSD"
"354","Asus","VivoBook Flip","2 in 1 Convertible","11.6","Touchscreen 1366x768","4","Windows 10","1.5","375","Intel","1.1","Intel HD","32","Flash_Storage"
"355","Dell","Inspiron 5570","Ultrabook","15.6","Full HD 1920x1080","8","Windows 10","1.9","663","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"356","Dell","XPS 15","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","2.06","2027.42","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"357","HP","Elitebook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.84","1304","Intel Core-i7","2.7","Intel HD","256","SSD"
"358","MSI","GP72MVR 7RFX","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.7","1409","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"359","HP","Zbook 15","Workstation","15.6","Full HD 1920x1080","8","Windows 10","2.6","1738.27","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"360","Toshiba","Tecra A50-C-21G","Notebook","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.4","1403","Intel Core-i7","2.5","Nvidia GeForce","512","SSD"
"361","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.02","970.9","Intel Core-i7","1.8","AMD Radeon","2048","HDD"
"362","Lenovo","IdeaPad 320-15IAP","Notebook","15.6","1366x768","4","No OS","2.2","321.99","Intel","1.1","Intel HD","1024","HDD"
"363","Dell","Inspiron 7577","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.65","999","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"364","Dell","Inspiron 3567","Notebook","15.6","Touchscreen 1366x768","8","Windows 10","2.36","557.37","Intel Core-i5","2.5","Intel HD","2048","HDD"
"365","Dell","Latitude 7480","Notebook","14","Full HD 1920x1080","8","Windows 10","1.36","1427","Intel Core-i5","2.6","Intel HD","256","SSD"
"366","HP","250 G6","Notebook","15.6","1366x768","4","Windows 10","1.86","439","Intel Core-i3","2","Intel HD","500","HDD"
"367","Asus","Zenbook UX410UA-GV027T","Notebook","14","Full HD 1920x1080","8","Windows 10","2","945","Intel Core-i5","2.5","Intel HD","256","SSD"
"368","Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","6","Windows 10","2.8","719","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"369","HP","250 G6","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.86","639","Intel Core-i5","2.5","Intel HD","1024","HDD"
"370","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","1366x768","8","No OS","2.2","499","Intel Core-i3","2","Nvidia GeForce","256","SSD"
"371","HP","15-AY023na (N3710/8GB/2TB/W10)","Notebook","15.6","1366x768","8","Windows 10","2.04","389","Intel","1.6","Intel HD","2048","HDD"
"372","Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.8","1085","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"373","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","No OS","2.4","809","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"374","Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.33","899","Intel Core-i7","2.7","AMD Radeon","256","SSD"
"375","HP","Elitebook 1040","Ultrabook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.36","1750","Intel Core-i7","2.7","Intel HD","256","SSD"
"376","Asus","ZenBook Flip","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","12","Windows 10","2.26","1099","Intel Core-i7","2.7","Nvidia GeForce","2560","Hybrid"
"377","Acer","Aspire 3","Notebook","15.6","1366x768","4","Windows 10","2.1","426","AMD Series","3","AMD Radeon","128","SSD"
"378","Asus","Rog Strix","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","3.25","2199","AMD Ryzen","3","AMD Radeon","1024","HDD"
"379","Lenovo","IdeaPad 110-17ACL","Notebook","17.3","1600x900","4","Windows 10","2.6","489","AMD Series","2.2","AMD Radeon","128","SSD"
"380","Dell","Inspiron 5379","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.62","869.01","Intel Core-i7","1.8","Intel UHD","256","SSD"
"381","HP","15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.91","488.99","AMD Series","3","AMD Radeon","256","SSD"
"382","Lenovo","Yoga 11e","Netbook","11.6","IPS Panel 1366x768","4","Windows 10","1.59","553","Intel","1.1","Intel HD","128","SSD"
"383","Dell","Inspiron 3552","Notebook","15.6","1366x768","4","Windows 10","1.8","309","Intel","1.60","Intel HD","500","HDD"
"384","Asus","VivoBook E403NA","Notebook","14","1366x768","4","Windows 10","1.5","286","Intel","1.1","Intel HD","32","Flash_Storage"
"385","Acer","Aspire 7","Notebook","15.6","Full HD 1920x1080","8","Linux","2.4","846","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"386","HP","Omen 17-w212nv","Gaming","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","3.35","1191","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"387","Lenovo","V310-15ISK (i3-6006U/4GB/128GB/FHD/No","Notebook","15.6","Full HD 1920x1080","4","No OS","1.85","403.5","Intel Core-i3","2","Intel HD","128","SSD"
"388","Asus","ROG Strix","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.3","1655","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"389","Lenovo","IdeaPad 720S-14IKB","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.5","1099","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"390","Asus","Zenbook Flip","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","16","Windows 10","1.1","1748.9","Intel Core-i7","2.7","Intel HD","512","SSD"
"391","Lenovo","Thinkpad X1","Ultrabook","14","IPS Panel 2560x1440","8","Windows 10","1.13","2282","Intel Core-i7","2.7","Intel HD","512","SSD"
"392","Lenovo","Ideapad 510S-13IKB","Notebook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.5","549","Intel Core-i3","2.4","Intel HD","128","SSD"
"393","Dell","Precision 3510","Workstation","15.6","Full HD 1920x1080","8","Windows 10","2.23","1369","Intel Core-i5","2.6","AMD FirePro","500","HDD"
"394","Dell","Precision 5520","Workstation","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2","2135","Intel Core-i7","2.7","Nvidia Quadro","256","SSD"
"395","Lenovo","ThinkPad X1","2 in 1 Convertible","14","Touchscreen 2560x1440","16","Windows 10","1.42","2509","Intel Core-i7","2.7","Intel HD","512","SSD"
"396","Asus","Rog GL753VD-GC042T","Gaming","17.3","Full HD 1920x1080","8","Windows 10","3","1039","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"397","Asus","Rog GL753VE-GC070T","Gaming","17.3","Full HD 1920x1080","16","Windows 10","3","1591","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"399","Acer","Aspire 5","Notebook","15.6","IPS Panel 1366x768","12","Windows 10","2.2","693.99","Intel Core-i5","1.6","Nvidia GeForce","1024","HDD"
"400","MSI","Leopard GP72M","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.7","1349","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"401","Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","8","Linux","2.33","778.87","Intel Core-i7","2.7","AMD Radeon","256","SSD"
"402","HP","15-BW004nv (A9-9420/4GB/256GB/Radeon","Ultrabook","15.6","Full HD 1920x1080","4","Windows 10","1.91","499","AMD Series","3","AMD Radeon","256","SSD"
"403","Lenovo","ThinkPad E580","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.1","1229.56","Intel Core-i7","1.8","AMD Radeon","256","SSD"
"404","Lenovo","ThinkPad L470","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.9","938","Intel Core-i5","2.5","Intel HD","256","SSD"
"405","Dell","Precision M5520","Workstation","15.6","4K Ultra HD / Touchscreen 3840x2160","8","Windows 10","1.78","2712","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"406","Lenovo","Thinkpad X1","Ultrabook","14","IPS Panel 2560x1440","16","Windows 10","1.13","2625","Intel Core-i7","2.7","Intel HD","1024","SSD"
"407","Lenovo","IdeaPad 320-15IAP","Notebook","15.6","1366x768","4","Windows 10","2.2","306","Intel","1.1","Intel HD","1024","HDD"
"408","Asus","FX753VD-GC461T (i7-7700HQ/16GB/1TB","Gaming","17.3","Full HD 1920x1080","16","Windows 10","2.9","1529","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"409","Lenovo","ThinkPad E580","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.1","1144.5","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"410","Acer","Aspire 7","Notebook","15.6","Full HD 1920x1080","8","Linux","2.5","879","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"411","MSI","GE73VR 7RF","Gaming","17.3","Full HD 1920x1080","16","Windows 10","2.8","2249","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"412","Asus","Zenbook 3","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.1","1873","Intel Core-i7","2.7","Intel HD","512","SSD"
"413","Toshiba","Portege Z30-C-16P","Ultrabook","13.3","Full HD 1920x1080","16","Windows 10","1.2","1747","Intel Core-i7","2.5","Intel HD","512","SSD"
"414","Dell","Latitude 7480","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.36","1680","Intel Core-i7","2.8","Intel HD","512","SSD"
"415","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","409","Intel Core-i3","2","Intel HD","500","HDD"
"416","Lenovo","Lenovo IdeaPad","Notebook","11.6","1366x768","2","Windows 10","1.15","304.45","Intel","1.1","Intel HD","32","Flash_Storage"
"417","Lenovo","ThinkPad P51","Workstation","15.6","Full HD 1920x1080","8","Windows 10","2.67","1925","Intel Core-i7","2.8","Nvidia Quadro","512","SSD"
"418","Lenovo","Thinkpad T470p","Ultrabook","14","IPS Panel Full HD 2560x1440","8","Windows 10","1.7","1943","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"419","HP","15-BS028nv (i3-6006U/4GB/1TB/Radeon","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.1","469","Intel Core-i3","2","AMD Radeon","1024","HDD"
"420","Acer","Aspire R7","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.6","789.01","Intel Core-i7","2.5","Intel HD","256","SSD"
"421","Asus","ZenBook Flip","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.27","928","Intel Core-i5","2.5","Intel HD","256","SSD"
"422","Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","4","Linux","2.3","598.9","Intel Core-i5","2.5","AMD Radeon","256","SSD"
"423","Dell","Latitude 3380","Notebook","13.3","1366x768","4","Windows 10","1.65","689","Intel Core-i3","2","Intel HD","128","SSD"
"424","HP","EliteBook 1040","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.43","1500","Intel Core-i7","2.5","Intel HD","256","SSD"
"425","Dell","Inspiron 3567","Notebook","15.6","1366x768","8","Windows 10","2.14","539.95","Intel Core-i5","2.5","Intel HD","1024","HDD"
"426","Lenovo","ThinkPad E480","Ultrabook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.75","1215.38","Intel Core-i7","1.8","AMD Radeon","256","SSD"
"427","Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","2","1899","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"428","Chuwi","LapBook 12.3","Notebook","12.3","IPS Panel Retina Display 2736x1824","6","Windows 10","1.4","449","Intel","1.1","Intel HD","64","Flash_Storage"
"429","HP","ProBook 650","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.31","1427","Intel Core-i7","2.9","Intel HD","256","SSD"
"430","Asus","X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce","Notebook","15.6","Full HD 1920x1080","8","Linux","2.3","597","Intel Core-i3","2.4","Nvidia GeForce","1024","HDD"
"431","Dell","Alienware 17","Gaming","17.3","IPS Panel 2560x1440","16","Windows 10","4.42","2799","Intel Core-i7","2.9","Nvidia GeForce","1024","HDD"
"432","Dell","Inspiron 7577","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.62","1159","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"433","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.02","1142.4","Intel Core-i7","1.8","AMD Radeon","2048","HDD"
"434","Dell","Latitude 5480","Ultrabook","14","Full HD 1920x1080","8","Linux","1.6","1099","Intel Core-i7","2.8","Intel HD","256","SSD"
"435","HP","Omen 17-w207nv","Gaming","17.3","Full HD 1920x1080","12","Windows 10","3.35","1999","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"436","Mediacom","FlexBook Edge","2 in 1 Convertible","11.6","IPS Panel Full HD / Touchscreen 1920x1080","4","Windows 10","1.16","299","Intel","1.1","Intel HD","32","SSD"
"437","Samsung","Chromebook 3","Netbook","11.6","1366x768","4","Chrome OS","1.15","269","Intel","1.6","Intel HD","16","Flash_Storage"
"438","Lenovo","Thinkpad 13","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.4","1010","Intel Core-i7","2.7","Intel HD","256","SSD"
"439","Lenovo","IdeaPad 320s-14IKB","Notebook","14","IPS Panel Full HD 1920x1080","4","Windows 10","1.7","599","Intel Core-i3","2.7","Intel HD","128","SSD"
"440","Lenovo","Thinkpad T570","Workstation","15.6","IPS Panel 4K Ultra HD 3840x2160","16","Windows 10","2.3","2445","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"441","Lenovo","Thinkpad P51","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.5","2449","Intel Core-i7","2.9","Nvidia Quadro","512","SSD"
"442","Asus","Rog Strix","Gaming","17.3","Full HD 1920x1080","8","Windows 10","3.2","1695","AMD Ryzen","3.2","AMD Radeon","1024","HDD"
"443","HP","15-ra044nv (N3060/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","347","Intel","1.6","Intel HD","500","HDD"
"444","Google","Pixelbook (Core","Ultrabook","12.3","Touchscreen 2400x1600","16","Chrome OS","1.1","2199","Intel Core-i7","1.3","Intel HD","512","SSD"
"445","Lenovo","ThinkPad T470s","Ultrabook","14","2560x1440","24","Windows 10","1.32","2382","Intel Core-i7","2.7","Intel HD","512","SSD"
"446","Asus","VivoBook Max","Notebook","15.6","Full HD 1920x1080","4","Linux","2","559","Intel Core-i5","2.5","Intel HD","256","SSD"
"447","Lenovo","IdeaPad 320-15AST","Notebook","17.3","1600x900","8","Windows 10","2.8","519","AMD Series","2.5","AMD Radeon","1024","HDD"
"448","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","749","Intel Core-i5","1.6","AMD Radeon","256","SSD"
"449","Lenovo","ThinkPad X270","Ultrabook","12.5","IPS Panel Full HD 1920x1080","8","Windows 10","1.36","1429","Intel Core-i5","2.5","Intel HD","256","SSD"
"450","Lenovo","IdeaPad 320-15IAP","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","349","Intel","1.1","Intel HD","128","SSD"
"451","HP","Omen 15-AX205na","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.2","1099","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"452","Dell","Latitude 5480","Notebook","14","Full HD 1920x1080","8","Windows 10","1.64","1179","Intel Core-i5","2.8","Nvidia GeForce","256","SSD"
"453","Acer","Aspire ES1-572","Notebook","15.6","1366x768","4","Linux","2.4","441.8","Intel Core-i5","2.5","Intel HD","500","HDD"
"454","Dell","Precision 3520","Workstation","15.6","Full HD 1920x1080","8","Windows 10","2.23","1993","Intel Xeon","3","Nvidia Quadro","1024","HDD"
"455","MSI","GV62 7RD-1686NL","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.2","1027.74","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"456","Microsoft","Surface Laptop","Ultrabook","13.5","Touchscreen 2256x1504","16","Windows 10 S","1.25","2589","Intel Core-i7","2.5","Intel Iris","512","SSD"
"457","HP","15-bs024nv (i5-7200U/8GB/128GB/W10)","Notebook","15.6","1366x768","8","Windows 10","1.91","589","Intel Core-i5","2.5","Intel HD","128","SSD"
"458","Dell","Precision 3520","Workstation","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.17","1975","Intel Core-i7","2.7","Nvidia Quadro","256","SSD"
"459","HP","ProBook 650","Workstation","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.31","1534","Intel Core-i7","2.9","Intel HD","512","SSD"
"460","Lenovo","ThinkPad T470","Notebook","14","Full HD 1920x1080","8","Windows 10","1.65","1345","Intel Core-i5","2.5","Intel HD","256","SSD"
"461","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.36","979","Intel Core-i7","1.8","AMD Radeon","1024","HDD"
"462","Dell","Inspiron 3168","2 in 1 Convertible","11.6","Touchscreen 1366x768","4","Windows 10","1.47","479","Intel","1.6","Intel HD","500","HDD"
"463","Dell","Alienware 17","Notebook","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","4.42","2046","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"464","Microsoft","Surface Laptop","Ultrabook","13.5","Touchscreen 2256x1504","4","Windows 10 S","1.252","989","Intel","2.2","Intel HD","128","SSD"
"465","Microsoft","Surface Laptop","Ultrabook","13.5","Touchscreen 2256x1504","8","Windows 10 S","1.25","1799","Intel Core-i7","2.5","Intel Iris","256","SSD"
"466","HP","17-BS092ND (i3-6006U/8GB/256GB/W10)","Notebook","17.3","1600x900","8","Windows 10","2.5","639.9","Intel Core-i3","2","Intel HD","256","SSD"
"467","Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.23","544","Intel Core-i3","2","Nvidia GeForce","1024","HDD"
"468","Acer","TravelMate B","Netbook","11.6","1366x768","4","Windows 10","1.4","435","Intel","1.6","Intel HD","128","SSD"
"469","Asus","Pro P2540UA-AB51","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.37","749","Intel Core-i5","2.5","Intel HD","1024","HDD"
"470","Lenovo","IdeaPad 510s-14IKB","Notebook","14","IPS Panel Full HD 1920x1080","8","No OS","1.5","799","Intel Core-i7","2.7","AMD Radeon","512","SSD"
"471","Lenovo","Thinkpad P51","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.67","2090","Intel Core-i7","2.9","Nvidia Quadro","256","SSD"
"472","Asus","X541NA-PD1003Y (N4200/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2","304","Intel","1.1","Intel HD","500","HDD"
"473","Acer","Aspire 5","Notebook","15.6","1366x768","4","Windows 10","2.2","469","Intel Core-i3","2","Nvidia GeForce","500","HDD"
"474","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.02","759","Intel Core-i5","1.6","AMD Radeon","2048","HDD"
"475","HP","Omen 17-an006nv","Gaming","17.3","IPS Panel Full HD 1920x1080","12","Windows 10","3.78","1699","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"476","Lenovo","Thinkpad T460s","Ultrabook","14","IPS Panel Quad HD+ 2560x1440","12","Windows 10","1.4","1858","Intel Core-i7","2.6","Intel HD","256","SSD"
"477","HP","Spectre x360","2 in 1 Convertible","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","8","Windows 10","1.29","1999","Intel Core-i7","1.8","Intel UHD","512","SSD"
"478","HP","ZBook 15u","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","1154","Intel Core-i5","2.5","AMD FirePro","500","HDD"
"479","Google","Pixelbook (Core","Ultrabook","12.3","Touchscreen 2400x1600","8","Chrome OS","1.1","1275","Intel Core-i5","1.2","Intel HD","128","SSD"
"480","Dell","Latitude 7390","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.42","1841.85","Intel Core-i5","1.6","Intel UHD","256","SSD"
"481","Asus","ZenBook Pro","Notebook","15.6","IPS Panel 4K Ultra HD 3840x2160","12","Windows 10","2.06","1299","Intel Core-i7","2.6","Intel HD","1024","HDD"
"482","Dell","Latitude E5470","Notebook","14","1366x768","8","Windows 10","1.79","740","Intel Core-i3","2.3","Intel HD","128","SSD"
"483","Dell","Precision M5520","Workstation","15.6","Full HD 1920x1080","8","Windows 10","1.78","2408","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"484","Lenovo","Thinkpad T470","Notebook","14","Full HD 1920x1080","8","Windows 10","1.7","1364","Intel Core-i5","2.5","Intel HD","180","SSD"
"485","Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.2","675","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"486","Toshiba","Portege X30-D-10J","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.05","1672","Intel Core-i5","2.5","Intel HD","256","SSD"
"487","Dell","Inspiron 7570","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.16","1262","Intel Core-i7","1.8","Nvidia GeForce","512","SSD"
